"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Organic chemicals",629,"Vegetable Alkaloids",62939,"Chemical Products",6,1619882,2002
"Organic chemicals",629,"Chemically Pure Sugars",62940,"Chemical Products",6,2226663,2002
"Organic chemicals",629,"Antibiotics",62941,"Chemical Products",6,100816481,2002
"Organic chemicals",629,"Other Organic Compounds",62942,"Chemical Products",6,14612095,2002
"Pharmaceutical products",630,"Glands and Other Organs",63001,"Chemical Products",6,1635929.0000000002,2002
"Pharmaceutical products",630,"Vaccines, blood, antisera, toxins and cultures",63002,"Chemical Products",6,69054020,2002
"Pharmaceutical products",630,"Unpackaged Medicaments",63003,"Chemical Products",6,13965712,2002
"Pharmaceutical products",630,"Packaged Medicaments",63004,"Chemical Products",6,141797222,2002
"Pharmaceutical products",630,"Bandages",63005,"Chemical Products",6,19807942,2002
"Pharmaceutical products",630,"Special Pharmaceuticals",63006,"Chemical Products",6,22090696,2002
"Fertilizers",631,"Animal or Vegetable Fertilizers",63101,"Chemical Products",6,647106,2002
"Fertilizers",631,"Nitrogenous Fertilizers",63102,"Chemical Products",6,28032058,2002
"Fertilizers",631,"Phosphatic Fertilizers",63103,"Chemical Products",6,3871071.9999999995,2002
"Fertilizers",631,"Potassic Fertilizers",63104,"Chemical Products",6,4501736,2002
"Fertilizers",631,"Mixed Mineral or Chemical Fertilizers",63105,"Chemical Products",6,111685686,2002
"Paints, dyes, & varnishes",632,"Vegetable Tanning Extracts",63201,"Chemical Products",6,475652,2002
"Paints, dyes, & varnishes",632,"Synthetic Tanning Extracts",63202,"Chemical Products",6,7510608,2002
"Paints, dyes, & varnishes",632,"Vegetable or Animal Dyes",63203,"Chemical Products",6,1195252,2002
"Paints, dyes, & varnishes",632,"Synthetic Coloring Matter",63204,"Chemical Products",6,272800097,2002
"Paints, dyes, & varnishes",632,"Lake Pigments",63205,"Chemical Products",6,2852736,2002
"Paints, dyes, & varnishes",632,"Other Coloring Matter",63206,"Chemical Products",6,94534600,2002
"Paints, dyes, & varnishes",632,"Prepared Pigments",63207,"Chemical Products",6,25737794,2002
"Paints, dyes, & varnishes",632,"Nonaqueous Paints",63208,"Chemical Products",6,118914045,2002
"Paints, dyes, & varnishes",632,"Aqueous Paints",63209,"Chemical Products",6,18096264,2002
"Paints, dyes, & varnishes",632,"Other Paints",63210,"Chemical Products",6,8259429,2002
"Paints, dyes, & varnishes",632,"Prepared Paint Driers",63211,"Chemical Products",6,661806,2002
"Paints, dyes, & varnishes",632,"Nonaqueous Pigments",63212,"Chemical Products",6,47781972,2002
"Paints, dyes, & varnishes",632,"Artistry Paints",63213,"Chemical Products",6,5761169,2002
"Paints, dyes, & varnishes",632,"Glaziers Putty",63214,"Chemical Products",6,45223131,2002
"Paints, dyes, & varnishes",632,"Ink",63215,"Chemical Products",6,88216774,2002
"Perfumery & cosmetics",633,"Essential Oils",63301,"Chemical Products",6,832806,2002
"Perfumery & cosmetics",633,"Scented Mixtures",63302,"Chemical Products",6,4229182,2002
"Perfumery & cosmetics",633,"Perfumes",63303,"Chemical Products",6,3019644,2002
"Perfumery & cosmetics",633,"Beauty Products",63304,"Chemical Products",6,110565944,2002
"Perfumery & cosmetics",633,"Hair Products",63305,"Chemical Products",6,18489757,2002
"Perfumery & cosmetics",633,"Dental Products",63306,"Chemical Products",6,8913729,2002
"Perfumery & cosmetics",633,"Shaving Products",63307,"Chemical Products",6,17974882,2002
"Soap, cleaners, candles, dental, modelling pastes",634,"Soap",63401,"Chemical Products",6,20898790,2002
"Soap, cleaners, candles, dental, modelling pastes",634,"Cleaning Products",63402,"Chemical Products",6,120391392,2002
"Soap, cleaners, candles, dental, modelling pastes",634,"Lubricating Products",63403,"Chemical Products",6,37755195,2002
"Soap, cleaners, candles, dental, modelling pastes",634,"Waxes",63404,"Chemical Products",6,14460747,2002
"Soap, cleaners, candles, dental, modelling pastes",634,"Polishes and Creams",63405,"Chemical Products",6,8846585,2002
"Soap, cleaners, candles, dental, modelling pastes",634,"Candles",63406,"Chemical Products",6,1054374,2002
"Soap, cleaners, candles, dental, modelling pastes",634,"Pastes and Waxes",63407,"Chemical Products",6,1467783,2002
"Glues, starches, & albuminoid products",635,"Casein",63501,"Chemical Products",6,389610,2002
"Glues, starches, & albuminoid products",635,"Water Soluble Proteins",63502,"Chemical Products",6,104486,2002
"Glues, starches, & albuminoid products",635,"Gelatin",63503,"Chemical Products",6,10737374,2002
"Glues, starches, & albuminoid products",635,"Peptones",63504,"Chemical Products",6,162353,2002
"Glues, starches, & albuminoid products",635,"Dextrins",63505,"Chemical Products",6,2108235,2002
"Glues, starches, & albuminoid products",635,"Glues",63506,"Chemical Products",6,129577888,2002
"Glues, starches, & albuminoid products",635,"Enzymes",63507,"Chemical Products",6,1555766,2002
"Explosives, matches, & fireworks",636,"Propellant Powders",63601,"Chemical Products",6,479864,2002
"Explosives, matches, & fireworks",636,"Prepared Explosives",63602,"Chemical Products",6,482848,2002
"Explosives, matches, & fireworks",636,"Detonating Fuses",63603,"Chemical Products",6,516160,2002
"Explosives, matches, & fireworks",636,"Fireworks",63604,"Chemical Products",6,741761,2002
"Explosives, matches, & fireworks",636,"Matches",63605,"Chemical Products",6,336902,2002
"Explosives, matches, & fireworks",636,"Pyrophoric Alloys",63606,"Chemical Products",6,9079611,2002
"Photo & movie goods",637,"Photographic Plates",63701,"Chemical Products",6,14949917,2002
"Photo & movie goods",637,"Photographic Film",63702,"Chemical Products",6,40905331,2002
"Photo & movie goods",637,"Photographic Paper",63703,"Chemical Products",6,6664617,2002
"Photo & movie goods",637,"Undeveloped Exposed Photographic Material",63704,"Chemical Products",6,355742,2002
"Photo & movie goods",637,"Developed Exposed Photographic Material",63705,"Chemical Products",6,34568967,2002
"Photo & movie goods",637,"Motion-picture film, exposed and developed",63706,"Chemical Products",6,5713578,2002
"Photo & movie goods",637,"Photographic Chemicals",63707,"Chemical Products",6,42202252,2002
"Chemical products n.e.s.",638,"Artificial Graphite",63801,"Chemical Products",6,6059174,2002
"Chemical products n.e.s.",638,"Activated Carbon",63802,"Chemical Products",6,4038221,2002
"Chemical products n.e.s.",638,"Tall Oil",63803,"Chemical Products",6,12743,2002
"Chemical products n.e.s.",638,"Wood Pulp Lyes",63804,"Chemical Products",6,402430,2002
"Chemical products n.e.s.",638,"Turpentine",63805,"Chemical Products",6,56905,2002
"Chemical products n.e.s.",638,"Rosin",63806,"Chemical Products",6,3736528,2002
"Chemical products n.e.s.",638,"Wood Tar, Oils and Pitch",63807,"Chemical Products",6,309491,2002
"Chemical products n.e.s.",638,"Pesticides",63808,"Chemical Products",6,31537587,2002
"Chemical products n.e.s.",638,"Dyeing Finishing Agents",63809,"Chemical Products",6,34964256,2002
"Chemical products n.e.s.",638,"Metal Pickling Preparations",63810,"Chemical Products",6,9007902,2002
"Chemical products n.e.s.",638,"Antiknock",63811,"Chemical Products",6,7476015,2002
"Chemical products n.e.s.",638,"Prepared Rubber Accelerators",63812,"Chemical Products",6,45277680,2002
"Chemical products n.e.s.",638,"Fire Extinguishers Preparations",63813,"Chemical Products",6,498150,2002
"Chemical products n.e.s.",638,"Organic Composite Solvents",63814,"Chemical Products",6,25542691,2002
"Chemical products n.e.s.",638,"Reaction and Catalytic Products",63815,"Chemical Products",6,36532615,2002
"Chemical products n.e.s.",638,"Refractory Cements",63816,"Chemical Products",6,3063005,2002
"Chemical products n.e.s.",638,"Alkylbenzenes and Alkylnaphthalenes",63817,"Chemical Products",6,100191970,2002
"Chemical products n.e.s.",638,"Disc Chemicals for Electronics",63818,"Chemical Products",6,165669781,2002
"Chemical products n.e.s.",638,"Hydraulic Brake Fluid",63819,"Chemical Products",6,3055503,2002
"Chemical products n.e.s.",638,"Antifreeze",63820,"Chemical Products",6,1171853,2002
"Chemical products n.e.s.",638,"Micro-Organism Culture Preparations",63821,"Chemical Products",6,165356,2002
"Chemical products n.e.s.",638,"Laboratory Reagents",63822,"Chemical Products",6,11413674,2002
"Chemical products n.e.s.",638,"Industrial Fatty Acids, Oils and Alcohols",63823,"Chemical Products",6,269965843,2002
"Plastics & articles thereof",739,"Ethylene Polymers",73901,"Plastics and Rubbers",7,1104834449,2002
"Plastics & articles thereof",739,"Propylene Polymers",73902,"Plastics and Rubbers",7,846100528,2002
"Plastics & articles thereof",739,"Styrene Polymers",73903,"Plastics and Rubbers",7,1338721982,2002
"Plastics & articles thereof",739,"Vinyl Chloride Polymers",73904,"Plastics and Rubbers",7,195993254,2002
"Plastics & articles thereof",739,"Other Vinyl Polymers",73905,"Plastics and Rubbers",7,26780206,2002
"Plastics & articles thereof",739,"Acrylic Polymers",73906,"Plastics and Rubbers",7,91192832,2002
"Plastics & articles thereof",739,"Polyacetals",73907,"Plastics and Rubbers",7,1455267857,2002
"Plastics & articles thereof",739,"Polyamides",73908,"Plastics and Rubbers",7,44325984,2002
"Plastics & articles thereof",739,"Amino-resins",73909,"Plastics and Rubbers",7,71395459,2002
"Plastics & articles thereof",739,"Silicone",73910,"Plastics and Rubbers",7,28829489,2002
"Plastics & articles thereof",739,"Petroleum Resins",73911,"Plastics and Rubbers",7,37667334,2002
"Plastics & articles thereof",739,"Cellulose",73912,"Plastics and Rubbers",7,45139596,2002
"Plastics & articles thereof",739,"Natural Polymers",73913,"Plastics and Rubbers",7,3892402,2002
"Plastics & articles thereof",739,"Polymer Ion-Exchangers",73914,"Plastics and Rubbers",7,2643296,2002
"Plastics & articles thereof",739,"Scrap Plastic",73915,"Plastics and Rubbers",7,15508483,2002
"Plastics & articles thereof",739,"Monofilament",73916,"Plastics and Rubbers",7,18528014,2002
"Plastics & articles thereof",739,"Plastic Pipes",73917,"Plastics and Rubbers",7,98669501,2002
"Plastics & articles thereof",739,"Plastic Floor Coverings",73918,"Plastics and Rubbers",7,69679672,2002
"Plastics & articles thereof",739,"Self-adhesive Plastics",73919,"Plastics and Rubbers",7,144281738,2002
"Plastics & articles thereof",739,"Raw Plastic Sheeting",73920,"Plastics and Rubbers",7,722187482,2002
"Plastics & articles thereof",739,"Other Plastic Sheetings",73921,"Plastics and Rubbers",7,464683042,2002
"Plastics & articles thereof",739,"Plastic Wash Basins",73922,"Plastics and Rubbers",7,11831949,2002
"Plastics & articles thereof",739,"Plastic Lids",73923,"Plastics and Rubbers",7,326289965,2002
"Plastics & articles thereof",739,"Plastic Housewares",73924,"Plastics and Rubbers",7,65215392,2002
"Plastics & articles thereof",739,"Plastic Building Materials",73925,"Plastics and Rubbers",7,26007862,2002
"Plastics & articles thereof",739,"Other Plastic Products",73926,"Plastics and Rubbers",7,385893433,2002
"Rubber & articles thereof",740,"Rubber",74001,"Plastics and Rubbers",7,3333111,2002
"Rubber & articles thereof",740,"Synthetic Rubber",74002,"Plastics and Rubbers",7,387109251,2002
"Rubber & articles thereof",740,"Reclaimed Rubber",74003,"Plastics and Rubbers",7,1735205,2002
"Rubber & articles thereof",740,"Scrap Rubber",74004,"Plastics and Rubbers",7,985430,2002
"Rubber & articles thereof",740,"Compounded Unvulcanised Rubber",74005,"Plastics and Rubbers",7,27341756,2002
"Rubber & articles thereof",740,"Unvulcanised Rubber Products",74006,"Plastics and Rubbers",7,4102109,2002
"Rubber & articles thereof",740,"Rubber Thread",74007,"Plastics and Rubbers",7,2230660,2002
"Rubber & articles thereof",740,"Rubber Sheets",74008,"Plastics and Rubbers",7,21640077,2002
"Rubber & articles thereof",740,"Rubber Pipes",74009,"Plastics and Rubbers",7,23953002,2002
"Rubber & articles thereof",740,"Rubber Belting",74010,"Plastics and Rubbers",7,56801677,2002
"Rubber & articles thereof",740,"Rubber Tires",74011,"Plastics and Rubbers",7,1419717026,2002
"Rubber & articles thereof",740,"Used Rubber Tires",74012,"Plastics and Rubbers",7,26081685,2002
"Rubber & articles thereof",740,"Rubber Inner Tubes",74013,"Plastics and Rubbers",7,140599145,2002
"Rubber & articles thereof",740,"Pharmaceutical Rubber Products",74014,"Plastics and Rubbers",7,25371838,2002
"Rubber & articles thereof",740,"Rubber Apparel",74015,"Plastics and Rubbers",7,4850415,2002
"Rubber & articles thereof",740,"Other Rubber Products",74016,"Plastics and Rubbers",7,99924408,2002
"Rubber & articles thereof",740,"Hard Rubber",74017,"Plastics and Rubbers",7,1798499,2002
"Raw hides & skin (non-fur)",841,"Equine and Bovine Hides",84101,"Animal Hides",8,1570397,2002
"Raw hides & skin (non-fur)",841,"Sheep Hides",84102,"Animal Hides",8,208948,2002
"Raw hides & skin (non-fur)",841,"Other Hides and Skins",84103,"Animal Hides",8,335450,2002
"Raw hides & skin (non-fur)",841,"Tanned Equine and Bovine Hides",84104,"Animal Hides",8,783911968,2002
"Raw hides & skin (non-fur)",841,"Tanned Sheep Hides",84105,"Animal Hides",8,189523483,2002
"Raw hides & skin (non-fur)",841,"Tanned Goat Hides",84106,"Animal Hides",8,4057004,2002
"Raw hides & skin (non-fur)",841,"Leather of Other Animals",84107,"Animal Hides",8,44975057,2002
"Raw hides & skin (non-fur)",841,"Chamois Leather",84108,"Animal Hides",8,3661019,2002
"Raw hides & skin (non-fur)",841,"Patent Leather",84109,"Animal Hides",8,100218536,2002
"Raw hides & skin (non-fur)",841,"Leather Waste",84110,"Animal Hides",8,5431429,2002
"Raw hides & skin (non-fur)",841,"Leather Sheets",84111,"Animal Hides",8,9429848,2002
"Leather articles",842,"Saddlery",84201,"Animal Hides",8,2912032,2002
"Leather articles",842,"Trunks and Cases",84202,"Animal Hides",8,154878933,2002
"Leather articles",842,"Leather Apparel",84203,"Animal Hides",8,86969160,2002
"Leather articles",842,"Leather Used in Machinery",84204,"Animal Hides",8,399412,2002
"Leather articles",842,"Other Leather Articles",84205,"Animal Hides",8,4276173,2002
"Leather articles",842,"Articles of Gut",84206,"Animal Hides",8,70258,2002
"Furskins, articifial fur, & articles",843,"Raw Furskins",84301,"Animal Hides",8,210610,2002
"Furskins, articifial fur, & articles",843,"Tanned Furskins",84302,"Animal Hides",8,7159028,2002
"Furskins, articifial fur, & articles",843,"Furskin Apparel",84303,"Animal Hides",8,14678564,2002
"Furskins, articifial fur, & articles",843,"Artificial Fur",84304,"Animal Hides",8,4734348,2002
"Wood, wood articles, & charcoal",944,"Fuel Wood",94401,"Wood Products",9,38163,2002
"Wood, wood articles, & charcoal",944,"Wood Charcoal",94402,"Wood Products",9,567856,2002
"Wood, wood articles, & charcoal",944,"Rough Wood",94403,"Wood Products",9,417693,2002
"Wood, wood articles, & charcoal",944,"Wood Stakes",94404,"Wood Products",9,106232,2002
"Wood, wood articles, & charcoal",944,"Wood Wool",94405,"Wood Products",9,41607,2002
"Wood, wood articles, & charcoal",944,"Sawn Wood",94407,"Wood Products",9,7656648,2002
"Wood, wood articles, & charcoal",944,"Veneer Sheets",94408,"Wood Products",9,903685,2002
"Wood, wood articles, & charcoal",944,"Shaped Wood",94409,"Wood Products",9,1347618,2002
"Wood, wood articles, & charcoal",944,"Particle Board",94410,"Wood Products",9,2603766,2002
"Wood, wood articles, & charcoal",944,"Wood Fiberboard",94411,"Wood Products",9,17494603,2002
"Wood, wood articles, & charcoal",944,"Plywood",94412,"Wood Products",9,20555508,2002
"Wood, wood articles, & charcoal",944,"Densified Wood",94413,"Wood Products",9,148879,2002
"Wood, wood articles, & charcoal",944,"Wood Frames",94414,"Wood Products",9,1049962,2002
"Wood, wood articles, & charcoal",944,"Wood Crates",94415,"Wood Products",9,6397909,2002
"Wood, wood articles, & charcoal",944,"Wood Barrels",94416,"Wood Products",9,806511,2002
"Wood, wood articles, & charcoal",944,"Wooden Tool Handles",94417,"Wood Products",9,310332,2002
"Wood, wood articles, & charcoal",944,"Wood Carpentry",94418,"Wood Products",9,3324947,2002
"Wood, wood articles, & charcoal",944,"Wood Kitchenware",94419,"Wood Products",9,1709797,2002
"Wood, wood articles, & charcoal",944,"Wood Ornaments",94420,"Wood Products",9,1932919,2002
"Wood, wood articles, & charcoal",944,"Other Wood Articles",94421,"Wood Products",9,8629541,2002
"Cork & cork articles",945,"Raw Cork",94501,"Wood Products",9,6675,2002
"Cork & cork articles",945,"Debacked Cork",94502,"Wood Products",9,64845,2002
"Cork & cork articles",945,"Natural Cork Articles",94503,"Wood Products",9,113930,2002
"Cork & cork articles",945,"Agglomerated Cork",94504,"Wood Products",9,351867,2002
"Straw & esparto manufactures",946,"Plaiting Products",94601,"Wood Products",9,4780974,2002
"Straw & esparto manufactures",946,"Basketwork",94602,"Wood Products",9,956723,2002
"Wood pulp & paper scrap",1047,"Mechanical Wood Pulp",104701,"Paper Goods",10,29494,2002
"Wood pulp & paper scrap",1047,"Dissolving Grades Chemical Woodpulp",104702,"Paper Goods",10,183433,2002
"Wood pulp & paper scrap",1047,"Sulfate Chemical Woodpulp",104703,"Paper Goods",10,118115,2002
"Wood pulp & paper scrap",1047,"Sulfite Chemical Woodpulp",104704,"Paper Goods",10,18270,2002
"Wood pulp & paper scrap",1047,"Semi chemical Woodpulp",104705,"Paper Goods",10,77795,2002
"Wood pulp & paper scrap",1047,"Recovered Paper Pulp",104706,"Paper Goods",10,61134,2002
"Wood pulp & paper scrap",1047,"Recovered Paper",104707,"Paper Goods",10,7066982,2002
"Paper articles",1048,"Newsprint",104801,"Paper Goods",10,108924495,2002
"Paper articles",1048,"Uncoated Paper",104802,"Paper Goods",10,22451147,2002
"Paper articles",1048,"Tissue",104803,"Paper Goods",10,4595040,2002
"Paper articles",1048,"Kraft Paper",104804,"Paper Goods",10,49087300,2002
"Paper articles",1048,"Other Uncoated Paper",104805,"Paper Goods",10,90405917,2002
"Paper articles",1048,"Vegetable Parchment",104806,"Paper Goods",10,1278593,2002
"Paper articles",1048,"Composite Paper",104807,"Paper Goods",10,1477153,2002
"Paper articles",1048,"Corrugated Paper",104808,"Paper Goods",10,5772248,2002
"Paper articles",1048,"Carbon Paper",104809,"Paper Goods",10,33334273,2002
"Paper articles",1048,"Kaolin Coated Paper",104810,"Paper Goods",10,1071993455,2002
"Paper articles",1048,"Cellulose Fibers Paper",104811,"Paper Goods",10,59182017,2002
"Paper articles",1048,"Paper Pulp Filter Blocks",104812,"Paper Goods",10,99484,2002
"Paper articles",1048,"Cigarette Paper",104813,"Paper Goods",10,1034242,2002
"Paper articles",1048,"Wallpaper",104814,"Paper Goods",10,6646043,2002
"Paper articles",1048,"Paper Floor Coverings",104815,"Paper Goods",10,180289,2002
"Paper articles",1048,"Other Carbon Paper",104816,"Paper Goods",10,7751990,2002
"Paper articles",1048,"Letter Stock",104817,"Paper Goods",10,4249084,2002
"Paper articles",1048,"Toilet Paper",104818,"Paper Goods",10,91373776,2002
"Paper articles",1048,"Paper Containers",104819,"Paper Goods",10,89895633,2002
"Paper articles",1048,"Paper Notebooks",104820,"Paper Goods",10,73488051,2002
"Paper articles",1048,"Paper Labels",104821,"Paper Goods",10,77416799,2002
"Paper articles",1048,"Paper Spools",104822,"Paper Goods",10,4335928,2002
"Paper articles",1048,"Shaped Paper",104823,"Paper Goods",10,49734342,2002
"Books, newspapers, & other prints",1049,"Brochures",104901,"Paper Goods",10,76197820,2002
"Books, newspapers, & other prints",1049,"Newspapers",104902,"Paper Goods",10,5390626,2002
"Books, newspapers, & other prints",1049,"Children's Picture Books",104903,"Paper Goods",10,1481177,2002
"Books, newspapers, & other prints",1049,"Sheet Music",104904,"Paper Goods",10,76511,2002
"Books, newspapers, & other prints",1049,"Maps",104905,"Paper Goods",10,669532,2002
"Books, newspapers, & other prints",1049,"Architectural Plans",104906,"Paper Goods",10,3884849,2002
"Books, newspapers, & other prints",1049,"Documents of title (bonds etc) and unused stamps",104907,"Paper Goods",10,1274271,2002
"Books, newspapers, & other prints",1049,"Decals",104908,"Paper Goods",10,16616524,2002
"Books, newspapers, & other prints",1049,"Postcards",104909,"Paper Goods",10,5656930,2002
"Books, newspapers, & other prints",1049,"Calendars",104910,"Paper Goods",10,21875679,2002
"Books, newspapers, & other prints",1049,"Other Printed Material",104911,"Paper Goods",10,25703087,2002
"Silk",1150,"Silk-worm Cocoons",115001,"Textiles",11,6000,2002
"Silk",1150,"Raw Silk",115002,"Textiles",11,428686,2002
"Silk",1150,"Silk Waste",115003,"Textiles",11,49076,2002
"Silk",1150,"Non-Retail Silk Yarn",115004,"Textiles",11,2389866,2002
"Silk",1150,"Silk Waste Yarn",115005,"Textiles",11,92857,2002
"Silk",1150,"Retail Silk Yarn",115006,"Textiles",11,162037,2002
"Silk",1150,"Silk Fabrics",115007,"Textiles",11,117881759,2002
"Wool & animal hair",1151,"Wool",115101,"Textiles",11,104092,2002
"Wool & animal hair",1151,"Animal Hair",115102,"Textiles",11,161404,2002
"Wool & animal hair",1151,"Wool or Animal Hair Waste",115103,"Textiles",11,57046,2002
"Wool & animal hair",1151,"Garnetted Wool or Animal Hair",115104,"Textiles",11,5499,2002
"Wool & animal hair",1151,"Prepared Wool or Animal Hair",115105,"Textiles",11,7321531,2002
"Wool & animal hair",1151,"Non-Retail Carded Wool Yarn",115106,"Textiles",11,14905497,2002
"Wool & animal hair",1151,"Non-Retail Combed Wool Yarn",115107,"Textiles",11,11307539,2002
"Wool & animal hair",1151,"Non-Retail Animal Hair Yarn",115108,"Textiles",11,1448416,2002
"Wool & animal hair",1151,"Retail Wool or Animal Hair Yarn",115109,"Textiles",11,986894,2002
"Wool & animal hair",1151,"Horsehair Yarn",115110,"Textiles",11,1420,2002
"Wool & animal hair",1151,"Carded Wool or Animal Hair Fabric",115111,"Textiles",11,30572974,2002
"Wool & animal hair",1151,"Combed Wool or Animal Hair Fabric",115112,"Textiles",11,69467353,2002
"Wool & animal hair",1151,"Horsehair Fabric",115113,"Textiles",11,234838,2002
"Cotton",1152,"Raw Cotton",115201,"Textiles",11,3412889,2002
"Cotton",1152,"Cotton Waste",115202,"Textiles",11,12795394,2002
"Cotton",1152,"Prepared Cotton",115203,"Textiles",11,9121065,2002
"Cotton",1152,"Cotton Sewing Thread",115204,"Textiles",11,2122181,2002
"Cotton",1152,"Non-Retail Pure Cotton Yarn",115205,"Textiles",11,122220462,2002
"Cotton",1152,"Non-Retail Mixed Cotton Yarn",115206,"Textiles",11,11600074,2002
"Cotton",1152,"Retail Cotton Yarn",115207,"Textiles",11,2742210,2002
"Cotton",1152,"Light Pure Woven Cotton",115208,"Textiles",11,235650154,2002
"Cotton",1152,"Heavy Pure Woven Cotton",115209,"Textiles",11,191609582,2002
"Cotton",1152,"Light Mixed Woven Cotton",115210,"Textiles",11,224251773,2002
"Cotton",1152,"Heavy Mixed Woven Cotton",115211,"Textiles",11,70498551,2002
"Cotton",1152,"Other Cotton Fabrics",115212,"Textiles",11,18785672,2002
"Vegetable textile fibers, paper yarn & fabrics",1153,"Flax Fibers",115301,"Textiles",11,207378,2002
"Vegetable textile fibers, paper yarn & fabrics",1153,"Hemp Fibers",115302,"Textiles",11,75411,2002
"Vegetable textile fibers, paper yarn & fabrics",1153,"Jute and Other Textile Fibers",115303,"Textiles",11,136434,2002
"Vegetable textile fibers, paper yarn & fabrics",1153,"Sisal, Agave, raw, processed, not spun, tow and waste",115304,"Textiles",11,224683.00000000003,2002
"Vegetable textile fibers, paper yarn & fabrics",1153,"Coconut and Other Vegetable Fibers",115305,"Textiles",11,73333,2002
"Vegetable textile fibers, paper yarn & fabrics",1153,"Flax Yarn",115306,"Textiles",11,6709258,2002
"Vegetable textile fibers, paper yarn & fabrics",1153,"Jute Yarn",115307,"Textiles",11,193986,2002
"Vegetable textile fibers, paper yarn & fabrics",1153,"Other Vegetable Fibers Yarn",115308,"Textiles",11,719676,2002
"Vegetable textile fibers, paper yarn & fabrics",1153,"Flax Woven Fabric",115309,"Textiles",11,16334357,2002
"Vegetable textile fibers, paper yarn & fabrics",1153,"Jute Woven Fabric",115310,"Textiles",11,261516.99999999997,2002
"Vegetable textile fibers, paper yarn & fabrics",1153,"Other Vegetable Fibers Fabric",115311,"Textiles",11,5832793,2002
"Man-made filaments",1154,"Artificial Filament Sewing Thread",115401,"Textiles",11,52488918,2002
"Man-made filaments",1154,"Non-Retail Synthetic Filament Yarn",115402,"Textiles",11,1050535160,2002
"Man-made filaments",1154,"Non-Retail Artificial Filament Yarn",115403,"Textiles",11,6206189,2002
"Man-made filaments",1154,"Synthetic Monofilament",115404,"Textiles",11,13129612,2002
"Man-made filaments",1154,"Artificial Monofilament",115405,"Textiles",11,1456185,2002
"Man-made filaments",1154,"Retail Artificial Filament Yarn",115406,"Textiles",11,3103990,2002
"Man-made filaments",1154,"Synthetic Filament Yarn Woven Fabric",115407,"Textiles",11,2514752249,2002
"Man-made filaments",1154,"Artificial Filament Yarn Woven Fabric",115408,"Textiles",11,180568750,2002
"Man-made staple fibres",1155,"Synthetic Filament Tow",115501,"Textiles",11,98328556,2002
"Man-made staple fibres",1155,"Artificial Filament Tow",115502,"Textiles",11,24651979,2002
"Man-made staple fibres",1155,"Unprocessed Synthetic Staple Fibers",115503,"Textiles",11,561115365,2002
"Man-made staple fibres",1155,"Unprocessed Artificial Staple Fibers",115504,"Textiles",11,1896820,2002
"Man-made staple fibres",1155,"Artificial Fibers Waste",115505,"Textiles",11,6731324,2002
"Man-made staple fibres",1155,"Processed Synthetic Staple Fibers",115506,"Textiles",11,10858696,2002
"Man-made staple fibres",1155,"Processed Artificial Staple Fibers",115507,"Textiles",11,607748,2002
"Man-made staple fibres",1155,"Non-Retail Artificial Staple Fibers Sewing Thread",115508,"Textiles",11,61162813,2002
"Man-made staple fibres",1155,"Non-Retail Synthetic Staple Fibers Yarn",115509,"Textiles",11,55004885,2002
"Man-made staple fibres",1155,"Non-Retail Artificial Staple Fibers Yarn",115510,"Textiles",11,6759013,2002
"Man-made staple fibres",1155,"Retail Artificial Staple Fibers Yarn",115511,"Textiles",11,2357319,2002
"Man-made staple fibres",1155,"Synthetic Fabrics",115512,"Textiles",11,215627562,2002
"Man-made staple fibres",1155,"Light Synthetic Cotton Fabrics",115513,"Textiles",11,93410853,2002
"Man-made staple fibres",1155,"Heavy Synthetic Cotton Fabrics",115514,"Textiles",11,64431195,2002
"Man-made staple fibres",1155,"Other Synthetic Fabrics",115515,"Textiles",11,131140372,2002
"Man-made staple fibres",1155,"Woven Fabric of Synthetic Staple Fibers",115516,"Textiles",11,229484669,2002
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Wadding",115601,"Textiles",11,8850121,2002
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Felt",115602,"Textiles",11,12828062,2002
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Non-woven Textiles",115603,"Textiles",11,265236597,2002
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Rubber Textiles",115604,"Textiles",11,13560242,2002
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Metallic Yarn",115605,"Textiles",11,5679472,2002
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Gimp Yarn",115606,"Textiles",11,18404303,2002
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Twine and Rope",115607,"Textiles",11,85841019,2002
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",115608,"Textiles",11,37927696,2002
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Other Articles of Twine and Rope",115609,"Textiles",11,11167301,2002
"Carpets & textile floor covers",1157,"Knotted Carpets",115701,"Textiles",11,485465,2002
"Carpets & textile floor covers",1157,"Hand-Woven Rugs",115702,"Textiles",11,8737167,2002
"Carpets & textile floor covers",1157,"Tufted Carpets",115703,"Textiles",11,23289724,2002
"Carpets & textile floor covers",1157,"Felt Carpets",115704,"Textiles",11,3879747,2002
"Carpets & textile floor covers",1157,"Other Carpets",115705,"Textiles",11,1363348,2002
