"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Knitted clothing accesories",1161,"Knit Women's Shirts",116106,"Textiles",11,26274506,1995
"Knitted clothing accesories",1161,"Knit Men's Undergarments",116107,"Textiles",11,23743093,1995
"Knitted clothing accesories",1161,"Knit Women's Undergarments",116108,"Textiles",11,54673211,1995
"Knitted clothing accesories",1161,"Knit T-shirts",116109,"Textiles",11,309358102,1995
"Knitted clothing accesories",1161,"Knit Sweaters",116110,"Textiles",11,212976298,1995
"Knitted clothing accesories",1161,"Knit Babies' Garments",116111,"Textiles",11,14705490,1995
"Knitted clothing accesories",1161,"Knit Active Wear",116112,"Textiles",11,8459508,1995
"Knitted clothing accesories",1161,"Garments of Impregnated Fabric",116113,"Textiles",11,550812,1995
"Knitted clothing accesories",1161,"Other Knit Garments",116114,"Textiles",11,12751068,1995
"Knitted clothing accesories",1161,"Knit Socks and Hosiery",116115,"Textiles",11,2744528,1995
